braindead,pathetic|brainless|annoying|retarded|terrible|tarded|retarted
teamfights,teamfight|fights
fair,difficult
comment,coments|veut|comments|muere|nous
mierda,partida|donde
di,dio|dik
pliz,plis|plx|pleas|plzz|plz|psl|pls|pelase|plss|plox
gut,genau|lustig|gefeedet
als,aus
trop,encore|tout|toi|putain
shouldnt,wouldnt|should|would|could|cannot|shoudl|wud
watching,owning|baiting|expecting|ignoring|attacking|typing|writing
oracles,oracle|madreds|deathcap|wota|shoes
tribunal,future
sleeping,chasing|owning|cheating|raping|overextending|troling
raging,whining|crying|insulting|flaming|lying|speaking|spamming|trolling|complaining|qqing
ups,oops|oups|missclick
quoi,ouai|tout|lui|putain
wish,
friends,brains|friend
works,
comme,encore|moi|donc
nidale,allistar|panthe|heracim|zil
fml,
malzahar,volibear|malza|katarina|tryndamere
buffs,blues|buff
rien,apprend|sert|jouer|apprendre|foutre|dire|demande|parler
target,
taht,that
gogogo,gogog|gogo|gpo|gooo|gogogog|goooo|omh
huh,ahahahahah
schwule,geisteskranke|nazischweine|deutsche|schl|sieg
roaming,jungling|camping|chasing|farming|moving
pero,eso|ahora|como|este|juego|porque|para
failer,loser|looser
girl,child|lil|virgin
carrying,owning|raping|reporting|ignoring|pwning|supporting|baiting
poke,nuke|zone|kite
om,och|meg
nazischweine,geisteskranke|schwule|premates|schl|sieg
turrets,towers|turet
60,70|40|50|80|26
bitches,kids|bastards|assholes
live,
masteries,runes|page|rune|mastery|ms
3v1,2vs1|3vs1
helped,ultied|insulted|moved|killed|helps|flamed|ulted
geisteskranke,schwule|nazischweine|premates|schl|hitla|sieg
meta,
paly,play
fukin,fckin|facking|fuckign|fuking|fkn|fckn|faking|fuckking|fking|fcking
abuse,verbal
gather,grp
qss,
kenne,
bc,
impossible,imposible|pointless
switch,
making,
able,unable
answer,listen|react|hear
ahh,yh|ah|ohh|mh|uh|aw|hehe
loosing,losing|failing|throwing|wining|owning|lost
king,
position,
volibear,draven|renekton|malzahar|katarina
flames,blames|feeds|flamed|talks|leaves
earlier,
bon,donc
wonder,dunno
yay,yeha
bann,ban|banned
swap,
walk,walked|walks
zil,malza|fidle
focusing,chasing|attacking|focus|sleeping|following|fokus|focused|suiciding
easily,easly
mode,
oops,ups|oups|woops
each,
insta,instant
looool,ouch
oder,alter
alle,
useles,usless|worthless|uselss|brainless|uselesss|usles
self,family|father|parents|mothers
weak,awesome|terrible
world,mood
pd,edge
fails,
everywhere,
2vs1,3vs1|3v1
fack,fck|fuckk|fuuck|fuk|fk|fak|fukc|fuck|fcuk
total,complete
ms,armour|lifesteal|fps|mres|accounts
eres,este|sabes|mejor|ese
hast,kannst|spast|machst|siehst|sagst
lv,level|lvl|lev|lvls|levels
moment,beginning|begining|point
trust,hurt
lategame,
esta,este|ese|ahora|asi|qe
cking,ing|ucking
asap,
flamed,flames|ulted|baited|blames|helped|attacked|dived|blamed
nabs,naps|bastards|naabs|nooobs|nubs|faggots|nobs
weil,wieso|einfach|wenn|eig
scrub,sucker
lagging,smurfing|eating|supporting|pwning|recording|laging|typing
wasn,isn|ain|hasn|hadn|aren|havn|doesn|haven
kart,grag|karth|pant
terrible,horrible|terribad|braindead|worthless|pathetic
schon,noch|nichts
cya,
camping,babysitting|pushing|pushin|roaming|ganking|owning|sleeping|comming|farming|failing
mehr,gemacht
laugh,laught
os,esta|joder|malisimo
row,
stronger,worse|better
sind,beide|sagen
pots,potions|potion|dorans
ey,alter
intentionally,intentional|intentionnal|intentionaly|international
verbal,abuse|harassment|harrasment|negative|offensive
welcome,
screen,internet|nerves|computer
looks,sounds|looked
side,
jajaja,mato|payaso|vaya
trol,troll
caps,capslock
giving,give
etc,
wth,whre
shall,should
seconds,secs|sek
sora,sorak|jana|alis|casio|allistar
nerd,kiddo|nigger
fckin,fkn|fuckign|facking|fukin|fckn|faking|fuking|fking|fkng|fuucking
dr,dieser
ho,ha|hai|ahora|eso
stack,resist
dam,dman|damnit
thnx,tnx|thanx|ty|thanks|thx|tx|thks
gueule,mere|geule|nike|vie|nique
ahahahah,hahahahaha|jajajaj|ahahaha|hahha|ahhaha|hahahahha|ahahahaha
offensive,negative|verbal|unskilled|insulting
mutter,huren|zum|rum|selbst
5v5,3v5|4vs5|2v5|4v5
adn,
morons,bastards
things,something
suis,fais|jsais|vois|viens|jsuis|chui|aussi
yeh,yh
power,rod
mouth,
jetzt,jetz
hahahahah,ahhaha|ahahahaha|hahahahaha|ahahaha|hahahahahaha|hahha
horrible,terrible|terribad|worthless|ridiculous|hilarious
missing,
feedershut,feederv|shup|sut|messed|hurry|shu|fuked|wake|fked
plx,pliz|pleas|plox|plis|psl|plzz|pelase|plz|plizz|pls
nein,nix|nichts|kann|heute|fertig
dance,
sh,shi
backdoor,bd|snowball|roam
nich,nix|alleine|noch
th,
komm,kommt
smurf,
hue,huehue|heu
wasting,wast|waste
head,face|father|hand
naab,nob|nobo|nap|nub
person,
leash,
myself,
umad,ahahahaha|hahha|hahahahah|nevermind
lololol,
rpeort,repot|repport|reprot|rep|repor|reprt|report|reort
mates,teammates|parents|mate
von,noch|schon
trinity,wota
continue,
sake,
shitty,pathetic|bullshit
usefull,useful|useless
problems,issues|probs|trouble
quick,quickly
except,exept|counters
whos,shes
zero,
spanish,russian|polish
heart,mallet|hearth|atmas|deathcap|guardian|atma
chasing,attacking|focusing|fighting|sleeping|suiciding|diving|dieing
ops,oups|oops
lie,
mistake,
writing,typing|pinging|dieing|eating|chatting|complaining|whining|bitching|crying
whit,with
teams,players
dudes,
yu,oyu|yuo
insulting,spamming|raging|trolling|whining|spaming|insult
midd,mdi|miod|md
brainless,braindead|tarded|usless|annoying|worthless|arrogant|useles|lame
ahve,have|hav
leaving,afking
yh,uh|ahh|yeh|ohh|ah|mh|hehe
beat,rape|kite
pl,psl|pliz|plox|plis|pl0x|plx|pelase
takes,steals|took|stole|needs|gets
feeds,leaves|flames|pushes|dies|loses
elle,jme|apprendre
stealer,cheater|spamer|hahahahahaha
3rd,
obviously,
maul,halts|alter
immer,mich|weil|mir|beide|zeit
kiddy,kiddo|nerd|kid|kiddys|kiddie
nu,kan|nog|ben
kick,kicked|catch|nuke
mouse,computer|connection|horse
mega,ahahha|freakin|major|facking
jouer,apprendre|rien|tous
happen,happend
wut,wht|wot|wat
farmed,outfarmed|fed|countered|camped|raped|babysitted
whine,complaining|whining
no1,any1
faire,chier|parler|laisse|dire|parle|francais
tetris,tutorial|barbie|safer|defensive|rankeds
exactly,
spiel,besser|spielen|spielt|alleine|schreiben
blanc,cas
nau,wu
1v5,2v5
fact,
einfach,nix|naja
ba,anglais
question,
qu,nous|peut|lui
sale,grosse|salope|ces|tes
tes,jte|salope|ces|encore|etre
begin,beginning|begining|beggining
aussi,seul|ces|serieux|laisse
buying,building
ot,itch|bo
important,
control,controll
golem,golems|wolves|wolf
ultis,stuns|flashes|ults|ulties|ignites|asist|shots
quite,pretty
skilled,
sometimes,
moar,mroe|mor
diving,attacking|defending|fighting|chasing|tanking|dives|hugging|killing|dying
pute,putain|putin|arrete|encul|merde
hear,hurt|believe|belive|answer
bored,tired|scared|proud
plis,pliz|plzz|pleas|plx|psl|plss|pelase|plizz|plz|plese
sais,vois|jsais|crois|baise
middle,midle
hook,combo
supposed,suppose|suposed
triple,tripple|secured
wei,wo|gesehen|idioten
ts,skype|sei|arsch|deutschland|spa
fais,vois|baise
select,selection
looking,
tri,barron
gimme,gief
para,pero
ima,imma
carries,carrys
trololol,loooool
becouse,couse|cus|coz|cuz|cos|becasue|becuase|because|cause
tha,ama|ti
kogmaw,
picks,pick
rambo,
doin,doing|doign
sell,sold
repport,repot|rpeort|reprot|repor|report|reort|reprt
grow,
loss,
3k,4k|5k|1k|6k|7k|8k
ninja,
ulted,ultied|stunned|attacked|killed|flashed|healed|pulled|exhausted
aim,
knows,
survive,
imo,
motherfucker,nigger|sucker|prick|whore
words,
sucked,sux|sucks|suck|ruined
vladimir,katarina|mordekaiser|draven|kassadin|tryndamere|orianna|oriana
facecheck,
ol,oles|mato|habla|hablas
everybody,everyone|every1
wb,yw
noooob,nooob|nooooob|nooobs|nob|noooooob|nobo
80,70|60|50|90|40
turn,turned
tired,bored|afraid|scared|legends
ken,anie
thornmail,warmogs|warmog|shurelia
overextend,suicide
none,plenty|tons|amount|isntead|infront|course
po,od
4th,5th
typing,writing|pinging|chatting|eating|dieing|lying|lagging|talkin|thinking|bitching
neither,
sory,srry|soz|srr|nooo|sr|noooo|sorr
often,
dumbass,baddie|scrub
whining,raging|complaining|bitching|arguing|dieing|insulting
gangs,ganks|gnaks
kser,camper|hacker|cheater|feder|luker|lier
picking,
imba,awesome|awsome|beautiful|amazing
allways,always
dog,
tout,quoi
careful,carefull|aware|agressive
bugged,buggy
engaged,moved|attacked|jumped|ultied|ulted
telling,blaming|ignoring|baiting|kidding|reporting|watching
outplayed,outfarmed|zoned|babysitted|pwned|raped|countered|owned|counterpicked
beginning,begining|beggining|begin|moment|fountain
luckers,campers|trollers|leavers|suckers
puto,puta
obv,
noooo,nooooooo
calling,blaming
1on1,1v1|1vs1
oke,okey|oki|oks|kk|okok
mach,gleich
angry,annoying
ow,aw|ooh|ohh|ho|ohhh|oh
explain,tell|listen
ncie,nc|nice|niec|nio|nioce
70,60|80|50|75|40|90|67
bullshit,shitty|failure|childish
tt,ett|ste
defensive,safer|aggresive|safe|tetris|rankeds|lego|pokemon|aggressive
insane,amazing|awesome|incredible|unreal|hilarious
dit,demande|doit
touch,hurt|lasthit
teleport,utli|ulty|utl
1k,3k|5k|2k|4k|8k|7k|6k
voy,vamos|todos
harass,harras|scare|harrass|haras
starts,
tb,pt|estamos
destroyed,ruined|dived|raped|lsot
part,amount
outfarmed,outplayed|zoned|owned|countered|raped|carried|babysitted|focused
teach,tell
ours,
starting,
ob,bis|eben|tb
ruining,throwing|destroying|ruin|ruined|ruins|ruine|carrying
resist,resi|resistance|res|mres|lifesteal|penetration
warum,
spawn,fountain|respawn
j4,
bear,bird|rat
jana,allistar|raka|sora
m8,
hahahha,hahahaa|ahha|ahahahaha|hahahahahha|hahahahaha|hahahahahahah|ahhaha
bout,about
dnt,dotn|dont|didint|dint|dident
putain,avant|putin|connard|francais|ouai|vraiment
agressive,aggressive|aggresive|agresive|greedy|carefull|agressiv|defensive|careful|useful|smart
nao,jogo|ainda|algo
pwn,pown
egg,ex|energy
22,23|27|21|26|25
react,notice|lasthit|answer
couldn,wouldn|shouldn|hadn|didn|doesn
ben,nu|heb
waht,what|wat|smth|somthing|nothign
ahahha,ahahahahaha|haa|ahhahaha|ahhaha|ahahahah
add,
bitte,jetzt|oben|alleine|unten
3vs1,4vs1|4v1|5v1|5vs1|2vs1|3v1
ugly,gay|angry|annoying|pussy
type,
helps,helped|blames
using,
fils,lieu|sal
repor,repot|repport|rpeort|rep|reprot|raport|reort|reprt
mein,dein|meinen|nen|meine|keinen|sein|ohne|bei
gives,gave
una,ahora|cuando
tryndamere,mordekaiser|evelynn|katarina
heals,flashes|ults|shields|ulties
ranged,melee
emo,mato|crees
19,21|18|16|31|29
timer,timed
fid,
bi,ei
ultimate,ulty|ulti|abilities|utli
amu,malp
fidle,
cassi,heca|casio|ramus
nearly,alrdy
ar,
hier,dir|mir
camped,raped|babysitted|pwned|ganked|carried
fresse,zeit|eier|anderen|schnauze|gegner
putin,putain|quoi|pute
biatch,bithc|bird|twat
rather,
few,
wil,ll|willl|will
ned,nee|keinen|holen|danach
thinking,writing|joking|lagging|typing|talkin|speaking
wer,gehen|werden
laggs,lags|lagg|lag
find,send
geht,gehen|bitte
ther,tehre|there
fall,
history,
small,
deutsch,besser|heute|nichts|lustig
ahahahaha,hahahahahha|jajajaj|wauw|ouch|hahahaa|hahahahha
hack,hacks|fairplay
hitting,hiting|attacking
forever,
echt,besser|ach
hole,entire|whole
junglers,
simple,
schlecht,gefeeded
notice,noticed|react|expect
ui,uy|tyou|uz
hahahahahaha,ahahahaha|hahahahahha|jajajaj
black,
aoe,
sucking,raging|failing|bitching|laughing|dieing
eso,pero
afraid,scared|tired|aware
pros,germans
sir,
meme,encore
joder,otra|mejor
gona,gonna|gunna
dan,kan
initiate,engage
tak,jak
aa,pega|kad
lw,abyssal
worthless,useles|terrible|retarted|horrible|uselss
flamers,trollers|germans|feeders|tards|girls
cock,dick|dicks|cocks|d1ck|lick
23,22|27|26|28|21
wrote,
alll,
happened,happend|happens
enemies,enemys
alors,allez
huge,decent
hdf,
att,inte|ett
fo,
oyu,yu|u|you
huehue,ree|lole|heu
nn,mange
goin,comming|comin|going|goign|coming
trade,
vas,despues|estas|ganar
nono,
advantage,
fortune,otp
attention,
mhm,mh
heard,
yeye,yeaa
dans,ais
oriana,ani|casio|xerath|anie|ramus|arhi
penis,girlfriend|tits|finger|eyes
ze,ale|nie|teraz|juz|mnie|tego|wiem
haven,havn|hadn|hasn|aren|wasn
liek,like
counters,owns|rapes|rocks|focsu|pwns|loves
wriggles,warmogs|wriggle|hourglass|shurelia
ils,ais|laisse|lui
nada,tanto|ahora
leaver,troller|flamer|feeder|trollers|spammer|feder|afker
surender,surr|surrend|surrende|surend|surrender|surrnder
lagged,
bob,bobs
tryhard,
joue,jouer|peu|veut|tous
mis,
euch,
coem,omw|owm|comin|cming
aw,awww|aww|ow
ahse,arhi|ash
regen,reg|pene
summoners,
nee,ned|denk|geen
ouch,hahahahahha|hahahahahahah|fuuu|heu|fuuuuu
attacked,ultied|ulted|killed|stunned|chased|hitted|tanked
join,
anni,arhi|oriana
school,
bei,alleine
cheater,lier|stealer|looser|hacker|kser
stacks,asist|assits|accounts
niet,het|ging|weet
kai,gia|einai|kanw|kaneis|kanei
pings,
hurt,touch|hear|trust
shoot,shot
sstop,loooooooooool|nooooooooooooooo|gooooo
met,bent|sent
dw,
count,
freaking,fckin|freakin|fkin|fukcing|fkng|fcuking
dad,
totaly,totally|completely|completly|sooooo|soooo|total|sooo
parle,parler|francais
xddddd,
family,self
warmog,madred|warmogs|rabadon|atma|madreds|thornmail
det,inte|med
aww,awww|aw
nigger,motherfucker|nerd
theres,
nix,nichts|ihn|eigentlich
lan,final
christ,cunts|bitche
through,trough
gettin,geting|getting
temo,temmo|morder|panthe
wa,spa|deutschland|anders|ausl
timing,positioning|tactic|decision|reactions|trick
pay,
cute,mature|clever|awesome
racist,racism|arrogant|russian|abusing
naps,nabs|nubs|nobs
greed,downloading|arguing
week,
standing,stood|staying|sitting|walking|running|stands
sht,sh1t|shiit|shet|jesus
front,infront
lasthit,touch|react
sto,sta|vo
lifesteal,shoes|sheen|mres|madreds|sustain|wriggles|thornmail
mort,moins|alors
tanking,attacking|defending|diving|fighting|eating|lagging|recalling|pwning
este,qe|sabes|pero|esta
grag,veig|kart|grags
stayed,stood|backed|went|stands|walked
loses,wins|pushes|leaves|feeds
l2,
quadra,banana
tw,temmo
nobo,nob|noooob|nooooob|n00b|naab|looser|nobb|nooob
cu,
unlucky,
hmmm,hum|mda|oimg|mmh|hahahahha|hahahhaha
thsi,tihs|dis|thi
21,22|27|19|16|17|23|18|26|32|28
reaction,reactions
guard,
excuse,
complain,talk|complaining
act,acting
lass,uns
pf,fuuu|baylife
asking,waiting|joking|lagging|learning
nen,einen|noch|ohne|keinen|sein
oki,okok|noooo
fucks,
squishy,useful
truth,
noobteam,nooobs|noobz|teeemo|noooobs
days,years
wolf,wolfs|wolfes|wolves|golem
weg,egal|sterben|leben
smth,sth|smthing|somthing|somethin|waht
shame,
wolfs,wolfes|wolves|wolf|ghosts
2v5,3v5|2v3|3vs5|4vs5|2vs5|5v5|5v4|1v5
port,ported|door
otherwise,
danke,naja|lappen
gros,tg|perso
warmogs,rabadon|thornmail|warmog|atmas|abyssal|madreds
wieder,weil|alleine|dir
ft,bett
tengo,tenia|tiene|tienes|antes|este
90,80|70|99|95
kiddo,nerd|kiddy|kiddie
fokus,focsu|foucs|focus|focuse|focusing|focu
broken,annoying|awesome|horrible|anoying
wave,
higher,
okok,oups
ferme,mere|nike|grosse
harder,
pwned,owned|raped|pwnd|outplayed|countered|zoned|ownd|camped
keine,mehr|meine|seine|ohne|keinen
quiet,polite|silent|rude|agressive
ani,arhi
fish,biatch|casio
machen,sagen|gehen|dann|noch
sweet,disgusting|frustrated
runs,ran|jumps|running|run
meant,ment|expected
prolly,
fak,faq|fock|fukc|fcuk|fack|fkc
home,
drunk,hungry|braindead
carrys,carries|cary
threw,throwed|trow|throws|throw
nos,como|estas|dios
35,45|25|31|32|33
badly,hard
nt,nothink|nothign
trololo,llol|loll
2x,3x|x2
attacking,chasing|killing|diving|tanking|fighting|focusing|dieing|engaging
um,nem|meinen|jude
meine,meinen|seine
pleas,pliz|plx|plis|psl|plzz|pelase|plox|plss|pzl
tribush,brushes|bushes|brush
proud,bored
gnak,gang|gank
couse,becouse|cus|coz|becuase|becasue|cos|becuse|casue|beacuse
joking,laging|ignoring
espa,asi
goo,gooo|gogogog|gogoog|gogogo|goooo|goi|gpo
steals,takes|stole|stealing|stealed|stolen
ir,ahora
fps,assits|asist|asists|ms
clean,clear|cleared
pure,complete|legendary
bunch,
boom,pol|nm|okej
srs,serius|serious
glad,annoyed
las,asi|ahora|arriba
1min,2min|3min|5min
block,blocked
gosh,noes
pen,pene
spielen,spiel|spielt|reporten|spiele|selber|besser|wieder
per,
kan,nu|dan|ikke
theyre,
twisted,mordekaiser|zigs
1v3,1vs2
macht,gemacht|nich|mehr|mach|noch|machen
quand,
assisting,
laning,
melee,mele|ranged
vu,quel|seul|vue|peur
car,apprendre
wel,een
baws,boss
pk,
pinging,writing|typing|arguing|dieing|suiciding|engaging|bitching
prepare,
juste,jsuis|tout
phone,facebook|cooldown
community,song|matchmaking|situation
mordekaiser,tryndamere|katarina|kassadin|vladimir|trinda
bleu,blu|lbue|bluie|soul|ble
useful,usefull|squishy|intelligent|agressive|effective
repot,rpeort|repport|rep|reprot|repor|reprt|reort|raport
blues,buffs|kils
st,sch|rt|sowas|erst|sst
ones,
troller,leaver|feeder|loser|cheater|looser
party,graphics
stopped,started
bed,
bett,ft
difference,sense|sence
missclick,misclick|oups|vei|oops
nd,
madred,madreds|warmog|banshee|rabadon
evelyn,heca|evelynn|renk|fidle
shi,hasn|hei
gath,
arhi,ani|aka
league,legends|legend|peace|plenty|couple
send,find|punish
bliz,allistar
tr,mer|eller|hora|inte
action,situation
feeed,fedd|flamme|fee|fedding|feding
infinity,
belive,believe|handle|hear
mama,mums|dreams
merci,dire|encore|francais|vraiment
risky,mainstream|agresive
normally,usually
beast,baddie|tree
ahhaha,hahahahaha|hahahahah|ahahahaha|ahhah|hahahahha|hahahaa|ahahaha|ahaha
toplane,botlane
speaking,talkin|complaining|talking|raging|arguing|bitching
hahha,ahahah|ahahaha|ahahahah|ahaha|ahhaha|hahahahah|hahahahaha|ahha|hahahaha|hahahha
mm,adam
faking,facking|fuckking|fuucking|fckin|fukin|fkn|fuckn|fkng|freakin|fckn
ale,za|ze
tons,lots|loads|amount|alot|isntead|plenty|none|insted|doom
surrende,surrnder|surender|surend|surre|surredner|surrener
ing,cking|ng|ucking
re2,1re
schl,passt
afking,flamming|feedin|spamming|spaming|cheating|feding|feeding
monkey,monk
terror,
busy,
madreds,madred|abyssal|rabadon|warmogs|banshee
sein,alles|nichts|nich|nix|schon|ihn
jai,jamais|avant
father,sister|boyfriend|self|brother|parents|mother
haben,gegner|wenn|ganze|beide
cooldown,facebook|phone
lmfao,
ehm,
snare,silence|spear|stun
jumped,jumps|jump|ulted|engaged|healed|moved
urs,yours
ultied,ulted|attacked|followed|healed|killd|helped|ignited|stunned|flashed
hardcore,ahrd|ultra
jag,
wraith,wraiths|wraits|wraths
noticed,notice|understood
dieing,dying|whining|complaining|engaging|arguing|pinging|qqing|bitching|chatting|lying
farms,
ahha,ahahahaha|hahahha|hahahaa|ahahaha|hah|ahhah
button,
silly,
yap,adam|aora
ls,lz|psl
rules,
fuu,fuuu
pffff,
33,31|32|35|39
kartus,khartus|wuk
sh1t,shiit|shiet|sht|shitt
ip,
dumm,
55,54|45|35
refusing,refuse
mallet,heart|hearth|atmas|atma|angel
sou,mouni|sas
easier,better
building,buying|rushing
nazi,kiddie|baddie|handicap
looser,cheater|lier|nob|loser|sucker|nobo
fiz,zigs
habe,hatte|brauch|mehr|hab|gleich|beide
muss,kommen
lern,reden|englisch|drecks|selber|erstmal|heute|huren
unistall,deinstall|uninstall|uninstal|unistal|finsih
fool,faggot
ouai,francais|oui|lui|ais|voir
3vs5,4vs5|3v5|5v4|3v4|2v5|5vs4|4v5|2vs5
facking,faking|fckin|fuckking|fuucking|fukin|fkng|fckn|fuckign|fkcing|fuking
logic,nick
aus,dass|uns
junge,uns|alleine
aniv,riv|veig|rivne
beeing,being|language
soooo,sooooo|sooo|soo|soooooo
gays,
fick,eigentlich
shh,disgusting
bushes,brush|bush|brushes|tribush
irl,eier
kannst,kommst|lappen|sag|spast
lsot,lsoe|lost|destroyed
rabadon,warmogs|rabadons|madreds
owning,raping|carrying|outfarming|pwning|ignoring|reporting|wining|sleeping|baiting|dominating
lulz,
entire,hole
dammit,damnit|damned|dman|damm|dear|darn|damn
alright,actualy
casio,
backed,healed|stayed|recalled|walked
hum,mmh|euh
lul,lalala
blames,flames|rapes|leaves|hates|loves|tells|beats
every1,everybody|everyone
ch,
tea,tema|etam|taem|tem
risk,
queue,
communicate,comunicate
atk,attack|attak|atack
rt,eller|kommer|inte
taken,gotten
5v4,4vs5|3vs5|3v5|4v4|2v5|4on5|4v5|3v4|2vs5
box,
choose,
spain,poland|russia|china|england|nazis
rep,repot|reprt|raport|rpeort|repor|reprot|reort
bastards,lows|whores|nabs|faggots|fags|cunts|kiddys|bastard
freeze,
pu,pete
dominance,pm|mikey
racism,flamming|harassment|spaming|spamming|harrasment
bd,backdoor|ambush
meet,
pm,mikey|dominance|blackup
france,germany|germans|england
sr,nevermind|srr|proo
wayne,
nom,nou|kon|mange|donne
vais,besoin|ici|francais
del,
ull,youll
soy,gilipollas
nooby,noobish|nooblike|anoying
freekill,freewin
summoner,vamp
jak,za
longer,
hurts,
due,compared
stil,
din,nk|inte
trolol,wops|nooooooooooob
ggg,ogm
vie,veut|ferme|perdre|gueule
waited,wait
hacker,spamer|feder|cheater|geek|kser|cocksucker|lcuker|camper|ashole
fuuck,fack|fuckkk|fuckk|fukk|fock|fukc|fucck|fucki
weird,ridiculous|wierd|awesome
aids,
4k,3k|5k|6k|7k|1k|84
jajajaja,jajajja|jajajaj|jajajajaja|saco|jajaj|jajaja
card,cards
nan,francais|putain
2v2,
ramus,allistar
loooool,gogogogo|omgg|opa
blackup,pm
aren,weren|ain|hadn|havn|hasn|wasn|haven
sth,smth|something|smthing|somthing|somethin|nothin
ont,sont|encore
uh,yh|ooh|ohh|hah
trollpick,verbal
ten,content|sinn
teammates,mates
jew,
incredible,unbelievable|unreal|ridiculous|insane|bannable
homo,huso|mongo
evelynn,tryndamere|evelyn|jayce
ahora,asi|otra|pero|cuando
style,stupidity|skillz
nooooo,noooooooooob
van,maar|laat|anda|pena
merda,mierda|uma
dear,damnit|lord|dammit|dman
zigs,
klar,egal|alles|alleine
vamos,todos|matar
comon,comeon|cmon|okk|camon
nul,seul
sustain,lifesteal|brains|protection|resist
wt,
ver,aprende|ser|vete|reportar|perder|comprar
jajaj,jajajja
shyvanna,vladi
break,
talks,speaks|complains|talked|flames|spams
srly,loll
fake,
mistakes,
todos,dos|torre|estas
minimap,stream
mam,wiem|masz
peu,veut|encore|parle|meme
legendary,pure
dives,ksed|diving|loves|hitted
rune,runes|mastery|masteries|runen|quints
mee,meee|heim
aggressive,agressive|aggresive|agressiv|agresive|defensive|carefull
nooooob,nooooooob|noooooob|nnoob|noooob|noooooobs|noov|nobb
mira,mejor|malo|abajo|asi|para|otra
thy,
countered,outfarmed|pwned|outplayed|zoned|raped|nerfed|carried|grabbed
bs,bugs
simply,
anie,vaine|heim
form,
tema,tea|taem|noobteam|etam|setup|team|tem|mentality
plan,faul|name|girlfriend|argument
usually,normally
moves,engages
werent,were|arent
guardian,shurelya|shurelias|hourglass|oracel|shurelia
dddd,
wegen,weil
locked,lock|flashed|walked
pre,
alt,tab|tag
lal,olag|pol|hahahahahahah
lvls,levels|lv|kils|level|kilsl|asist
dare,
gleich,gehen|alleine|fertig|ihn
har,han
shoes,lifesteal|oracles
opfer,lappen|kleiner
kay,kl|kj
sexy,
clue,
seid,seit|dass|richtig|kinder|reden|beide
harras,harass|harrass|crush|haras
seem,
fckn,fuckign|fckin|fkng|facking|fuckking|fukin|fuckn|fkn|fkin|faking
lui,ouai|leur|allez
bother,
admit,
babysitting,camping|babysitt|babysit|pushin|soloing
kommt,
blow,show
sont,vous|encore|alors|etes
awful,
skins,brains|skin
ge,ei|anders|geld
blitzcrank,victor|alister|nocturn|trinda
lold,loled|lokk|lok|loo|loook
ganker,gamer|palyer|farmer|healer|kser|gamers|runner
veux,peux|pourquoi|vien|veut|veu|peu
fuq,faq|fui
x3,x2
phantom,atmas|bloodthirster|atma|warmog
bra,bor
til,till|untill
hurry,shup|feedershut|shu
survived,escaped|lived|ulted
n00b,nobo|nobb|nuub
anda,vai|vale|aqui|uma|estan|era|iba|otra
wota,oracles|abyssal|thornmail|trinity
ach,
piss,pissing|pissed
aye,yeha|aniie
dsl,
besser,eig|schreiben
flashes,ultis|ults|ulties|heals|waves|shots|shields
jugar,juego|ahora
allowed,
hijo,ijo|hijos|gilipollas
jungel,jugnle
pushes,leaves|feeds|rapes
mejai,mejais
me2,
vi,inte|mig
land,activate|dodge
asi,ahora|dios
ka,ama|kad
polish,spanish
complaining,whining|qqing|crying|dieing|lying|whine|speaking
wieso,eigentlich|weil|wirst
og,jeg|kommer
vida,donde|nada
arf,erf
hihi,ikr|headshot
letting,
computer,pc|mouse|house
45,35|42
jou,
sta,ama|ala
lows,bastards|whores|jews|faggots
grap,
alles,wohl|gesagt|dass
respect,
kom,moet
spy,
vla,avoue|avais|arrive
hand,head|anus|hands
playin,playing|arguing|engaging|dieing|fighting|acting
nem,um|eller|ne|leise
b4,
geil,lustig|besser|alles|eig
28,26|23|29|32|27|38|22
nigga,
smoke,
nerfed,buffed|countered|grabbed|zoned|annoyed|baned
za,kurwa|teraz|jak|ale|juz
legit,
cna,can|havn|cannot|wan
choice,decision|connection|idea|tactic
shiit,shiet|shitt|sh1t|sht
hel,
mmm,nm
deals,dealt|dealing
rock,
brother,father|friend|sister
peut,qu|apres|perd|peu|veut|tous
honestly,
wheres,
stuck,
lil,litle|little|girl|child
keeps,kept
fix,
bl,
francais,fran|ouai|voir|laisse|parle|casse
staying,sitting|standing|running|walking
hahahahha,hahahahahha|ahhah|ahahhaa|ahahahaha
lole,gooooo
hav,ahve
nuke,poke|zone|kite|kileld
clearly,
door,ported|goi|port
potion,pot|pots|potions|stone|infinity
burn,
mikey,pm|dominance
uck,ucking|ucker
torre,otra|todos|morir
tous,laisse|veut|reste
any1,anyone|no1
encore,meme|connard
ook,
tch,itch
blabla,ciao
han,
bu,ben
viel,rein|alles|wie|weil
teamwork,teamplay|comeback|arguments
inte,det|eller|vi
properly,correctly
lsoe,lsot|loose|lose|loos
damnit,dammit|damned|dear|dman|dam|damm
pass,anders|ambush|schl|stall
cage,
solotop,
server,west|internet|video
che,
fuuu,runer
fuckers,fcker|fucker|fker|motherfucker|motherfuckers|whores
plzz,plis|pelase|pliz|psl|pleas|plss|plx|plizz|plese
realize,realise
soloq,selection
bros,brah|bra
brah,bros|bra|ahh|hah|mh|babe
gamer,palyer|ganker|gamers|farmer|healer
bird,biatch|bear|rize
fois,fait|fais|avoir|sont
alrdy,allready|nearly
reach,handle|believe
pressed,press
26,28|23|27|32|22|29
refuse,refusing|refused|refuses|unable|tryed
